,text,cluster
0, i come to the conclusion that advertisment directet to children should not be allowed because it takes away their chance to develop their own individual charcter ,0
1, with the ststement television advertising  younger children should not be allowed the parents have the chance to decide what the child does and what is bought ,0
2,"the topic of advertising in the tv  is difficult children shouldnâ´t watch tv often in that age thatâ´s clearly for the concerns itâ´s very lucrative to do advertising to young people because they watch it they want it and they go to their parents to talk with them if the children are allowed to get it but itâ´s the wrong way to use young children to make profit maybe it isnâ´t wrong to start in a young age with that things so the children may know what will happend in an older age everyone is controlled by the media at all in the digitalized like tv or radio and in the undigitalized way like newspaper
finally ",0
3,"young children can be easiliy influenced by everything so if they watch tv an advertisement could easily make them want to have the product shown in the advert so there comes up the question should tv advertising dirceted towards young children be forbidden 
there is the question how far we are gonig to go to protect our children and ",0
4,television advertising is often directed to certain groups of people one of them are children who are between two and five years old there are some people who say that this kind of advertising should not be allowed in the following ,0
5,concerning the given statement about television advertising toward young children people have differnt opinions some are convinced they should not be allowed ,0
6, television advertising  in the age of  should not be allowed because in this age children started making their ,0
7," other people
however there is a reason why maybe advertising toward children should not be forbidde although children cannot decide what is good and what is bad for them they have opinions by forbidden television advertising one would take a away the right of children to make up their own opinions and discover a capitalistic world if that is not enough reason one could ",0
8,"
advertises are often shown in the tv they adress all ages even really young children and that might be a problem as many criticers say 
young children are easily influencable by television advertising so they might build themselves wrong values which stay their whole lives in their head and behaviour 
on the other ",0
9, and how often children watch tv and it is their decision if they want a two year old boy or girl to watch tv the other reason why it should be allowed is one simple thing you cant hide advertising sooner or later the kids will be confronted with ads and it could be good to let them know early enough that it is out there when they become older they will know better how to handle advertisment children will know that they cant have everything they want and that not everything is like it is in tv the things shown in the commercials arent reality but it is the reality that commercials are out there in real life and if tv advertisment towards children isnt allowed commercials in magazines on the radio and ,0
10, its okay if children want to watch television but its ,1
11, important to think about what could happen if they watch too much in my opinion its not that intelligent to let kids watch tv the whole time but why i know that children have to play outside and do things without any technology im from the generation where the media got important im lucky that i had a childhood without a phone or a computer  all these things were something my parents didnt allowed me to play with i remember the happiness ive felt ,1
12, reason is that this kids should not grow up with a television because if they look tv at the begin of their lives they could focus their future to look fluently and hours ,1
13,"
in my view young children aged  should may watch television but it have to be regulatged by the parents for example once a week an doumentation which is specially made for young children is good to learn something and learn what the tv is anything more than this makes the ",1
14, they cant live without watching tv so the children should be play with their parents or with other children because they arent be alone and ,1
15, the children have to watch tv to choose the right program a good ,1
16," play it for the camera and the pproducer so it isnt the real life 
the children can learn of watching tv that isnt right because the children learn more in playing with toys beside they learn the rules of their parents and they know in which their are allowed to something and what it isnt allowed to do 
so the children shouldnt watch television because they are things which are better than that also the independence of watching television is tall ",1
17," for the children their parents and those buisneses
in my opinion young children should generally just spend a small amount of time watching television they got easily distracted by it and they ",1
