,text,cluster
0, showing them how to bake a cake drawing pictures or doing other creative work but there are ,0
1, my father gave me his phone for a minute or ,1
2, and they knew what was good ,1
3, lay in a cupboard and be forgotten after a ,1
4, they where four inside their head ,1
5, the advertisment gives them the chance to make up their own mind about some products but this ,2
6, that is a very important way for companys to sell their products because this is the most affective and ,2
7, if they really need it obviously itâ´s just an easy to make the commercial colorful and interesting ,2
8, it is clear that you are going to watch them ones and it could be a way to make people resistant to advertisements ,2
9," important for the television advertising to do that
all in all ",2
10, of showing these advertisings in tv is that the products have mostly a pedagogic ,2
11," these advertisements should not be allowed because for the children there is no benefit their health and happyness would suffer and the profit of the industry is not worth it 
 



",3
12," in the kindergarden and at their friends homes 
in my opinion advertising should be banned out of childfriendly tv and they should ",3
13, commercials should be allowed the parents can decide ,3
14, they should keep the amount of advertisements they show between kids tv channels to a minimum and they should ,3
15, that should not be allowed when children are heavily influenced by advertising ,3
16, this adverts shouldnt be allowe because these young children cant do anything with this adverts the children get irritated and dont know how to react as an adolscent you know how to deal with adverts and that their content isnt always the truth but children ,3
17, with the ststement television advertising  younger children should not be allowed the parents have the chance to decide what the child does and what is bought ,3
18, i come to the conclusion that advertisment directet to children should not be allowed because it takes away their chance to develop their own individual charcter ,3
19, it should not be allowed to direct television advertising toward young children because they are innocent they cant think of the ,3
20, children are an important part of todays economy they should not be confronted with advertsing  them in public media,3
21, its okay if children want to watch television but its ,4
22,"
in my view young children aged  should may watch television but it have to be regulatged by the parents for example once a week an doumentation which is specially made for young children is good to learn something and learn what the tv is anything more than this makes the ",4
23, important to think about what could happen if they watch too much in my opinion its not that intelligent to let kids watch tv the whole time but why i know that children have to play outside and do things without any technology im from the generation where the media got important im lucky that i had a childhood without a phone or a computer  all these things were something my parents didnt allowed me to play with i remember the happiness ive felt ,4
24, its okay that children watch tv in a small part of time if they dont forget to do important things for school and playing outside with their friends,4
25, reason is that this kids should not grow up with a television because if they look tv at the begin of their lives they could focus their future to look fluently and hours ,4
26, they cant live without watching tv so the children should be play with their parents or with other children because they arent be alone and ,4
27,i think children from 1 to 5 shouldnt watch television at all they should go outside and play and not sit inside and watch television in our society today all kids just sit inside and play with their tablats or phones that is very bad they dont receive the experience from playing outside the advanteruse in the forests or the scary dog from your neighbor they just knew the internet my generation ist i think the last who doesnt have phones or something in teir childhood we play outside with our friends and doesnt text over facebook or snapchat its scary because ,4
28, on their there future lives could be mainly destroyed or would stay on the lies of the television my last reason is that children at the age of  are defintiv to young to look tv because of the risks and the ,4
29, to this statement because it could bring the young children to much to the television and could them let forget to play outside its much more important that young children learn something in books or outside ,4
30," wouldnâ´t know the value of these things
my opinion to this topic is that televsion  advertising directed  should be stopped furthermore the parents have to have an eye on their children if they watch tv watching tv in these ages can ",4
31, they dont buy it the young children are sad and  years is way to early to watch much televisison and television advertising ,5
32, if the kids stay nice and quiet they might have the chance to get the thing they want for christmas without the ad about it on television they maybe would have never known that this special thing existed in the ,5
33," at chrismas time so it is kind of good for the industry and the tv channels

but kids should not think they can have everything and those whose parents have not much money should not be shown what they miss besides should the media not be directed to ",5
34," they are letting them watch television 
especially around christmas are toys advertised very much because the people need presents for their families and friends and ",5
35," the television is turned of there are enough adverts in kids magazines or on big posters wich are hung up all over the place the child can not not see the newest products that his parents should buy

but the problem with television advertising is that you do not have to know how to read the posters or buy the magazine it is free to turn on the television and watch at all the concerns wich try to sell their newest and best product to little kids wich do not know better

",5
36,"
advertises are often shown in the tv they adress all ages even really young children and that might be a problem as many criticers say 
young children are easily influencable by television advertising so they might build themselves wrong values which stay their whole lives in their head and behaviour 
on the other ",6
37," for advertising s young children is that they will see new things to play with and maybe they will get a bigger imagination or just new ideas 
but watching too much tv ",6
38," of view
furthermore children influenced by tv ads are going to to try and make their parents buy those certain products which they most likely wont ",6
39," confronted with other advertisements that might have an even more negative impact on their development eg alcohol advertising

on top of that there is the chance that these advertisements create an interest the children can dedicate their life to eg playmobil toys of ancient rome may create a passion for this epoque nevertheless this includes the risk of bad habits that may have a negative influence on their ",6
40," that their behaviour will have a positive effekt on society and nature
the promblem with advertisement which is directet to children is that it does not aim for a better futer the people that make the advertisment aim for money they mainly see their own profit and not the negative influence they have on children by trying to sell their products they can set unrealistic standars of beauty or material things that children may want to own one day the ",6
41," ads can be an insparation for the kids independet from their parents they maybe get introduces to some different things which show them the diversity of the world 
an other negative ",6
