,text,cluster
0,"On one hand itÂ´s not good to direct the advertising toward young children, because the children in the age of two to five canÂ´t say anything about there own opinion, because they are to young to say it.",0
1,I think children maybe donÂ´t want advertising that is directed toward them.,0
2,"I can understand that companies direct their advertising towards young children, because in that age, children can be manipulated very easily, and while adults and other children are better able to decide wether they actually need the advertised product, they only care about the great video and not about what the product actually is.",0
3,But there are also some reasons for advertisements towars young children.,0
4,If those young children see advertising for the necessary or the right stuff it might be usefull that they watch this advertising.,0
5,"Theres another argument against advertisements towards young children: Imagine, you`re a children at age two to five.",0
6,The companys sponsering the ads could just claim that theyÂ´re not aiming for the younger children.,0
7,Advertising addressed to young children can create both a passion for life and a bad habit negatively incluencing one's life.,0
8,"May one can say that advertising directed toward young children should be allowed, because it is allowed to be directed toward everyone in every age.",0
9,"On the one side it should be allowed to show such as these advertisments, because the children are more informed, what is in trend and can compare with other children.",0
10,"So I think advertisement for children sould not be allowed, when it is affecting them in a negative way and sets them under a bad influence.",1
11,"But as just mentioned, it's the quality of the advertisement that really matters, thus instead of wanting to prohibit them all, one should rather ask for more appropriate ads, that don't damage young children in any way.",1
12,"To conclude, I think, these advertisements should not be allowed, because for the children, there is no benefit.",1
13," For the question, if the advertising directed toward young children shoul not be allowed, you can think on some opinions for and against it.",1
14,The question is if this advertising should be forbidden because of the influence that it could take on young children.,1
15,So I think advertisement towards young children should be allowed.,1
16,"On the other hand, this adverts shouldn't be allowe because these young children can't do anything with this adverts.",1
17,"Because these children are usually at a very young age, it is discussed whether to ban these ads or not.",1
18,"On the one side it should be allowed to show such as these advertisments, because the children are more informed, what is in trend and can compare with other children.",1
19,In my opinion advertising toward young children shouln't be allowed.,1
20,In my view young children aged two to five should may watch television but it have to be regulatged by the parents.,2
21,"First, television is not good for young children, and many of these young children aren`t even allowed to watch TV.",2
22,"Young Children should not watch too much television anyways, so the parents have to control what their children watch.",2
23,"Young children are very influenced by everything,which they see and hear, so the television can be dangerous or bad for them, but it can be allowed to cut them from the medias, but itÂ´s not the right way, I think.",2
24,In the end I can only say that television is a big part of our lifes now a days and that children in the age 2-5 must be allowed to interfier with that.,2
25,"Television directed toward young people should  be allowed but the children should watch tv not so often like adults, because they have not enough concentration to watch an hour a day.",2
26,I think it's okay if children want to watch television.,2
27,"All in one I think it`s okay, that children watch tv in a small part of time, if they don`t forget to do important things for school and playing outside with their friends.",2
