,text,cluster
0, inside a supermarket the sweets are placed right ,0
1, they are really young they do not know that it is unhealthy if they use it too much ,0
2, children trying to convince their parents of buying a product much more often as they already do and this habit puts a much greater strain on the parents who will probably give in to their children more and more often because they have not got the strength to have similar fights over products over and over again as probably mostly sweets and things to play with are advertised children will probably eat more sweets which could lead to more children being overweight and as people often keep eating habits ,0
3, they want to some parents will maybe buy the toys and ,1
4, they would want to have the item no matter what and the parents have to deal with the crying children if they cant afford a new toy for them thats why televison advertisement thats  causes trouble on the other ,1
5," want to have for christmas and if they parents dont look up details about that item and just trust their child because it makes it happy the child might end up with a broken toy which will make them even more sad

by far the best ",1
6, cool every child would want the toy that is a problem because parents do not want unhappy childreen and ,1
7, do not have enough money left for other things if they would not buy the toy the child would be very sad or angry about his parents and probably ,1
8, might want to have every new toy they see on tv and ,1
9, ask their parent to buy it but a lot of parents cannot spend as much money at toys ,1
10," many children its too difficult to learn that parents often dont allow them to be outside until 9pm or like in this discussion buying some playing stuff from the advertisements for them they must accept that they cannot have everything and if they werent confronted by advertisements and the no of their parents they never learn it 
another important thing is the knowledge of the children they actually never get to know different toys like barbie lego or even playmobil probably the parents dont go to a toy shop with their kids very often ",1
11, they have to say to their child he would not get the toy a nother probolem is that often the werbung manipulates the audience for example playmobil there is a child playing with the new playmobil castle and there is a dragon which can act it can spy fire or is flying in the clouds in the reality that is not possible but younger children would trust the television and think it is real then ,1
12, we saw something we liked we wanted to see more and wanted to have it so its not a surprise that the toys we saw in the advertisments were laying under the tree on christmas or were given to us on our birthdays children want to have many things they see even more ,1
13, itâ´s not good to direct the advertising toward young children because the children in the age of  canâ´t say anything about there own opinion because they are to young to say it ,2
14, i come to the conclusion that advertisment directet to children should not be allowed because it takes away their chance to develop their own individual charcter ,2
15," young children dont know 
more important theses adverts influence the childrens mind and their psychological development thats not good children may believe whats said in the advert plus the strategy of advertisment is to create needs and children cant deal with that 

all in all adverts for children aged  shouldnt be allowed because of their negative effects on the children they create wrong needs and slow down the psychological development they only help companies to improve their profits and this is not good we shou",2
16," children maybe donâ´t want advertising that is  them the children aged  are far too young to think about there own opinion and to think about advertising being  them
on the other ",2
17, advertisements for young children are a good thing to get them learn to hear a no and to let their skills grow the only important ,2
18,i can understand that companies direct their advertising towards young children because in that age children can be manipulated very easily and ,2
19, with the statement advertising should be used on older peolpe but not on kids at this young age children shouldnt get to know the way money beauty and  expensiv stuff ,2
20," young children have to learn how to deal with advertising for example that not everything what is said in advertsings is right or usefull if they dont learn that early they may have problems with it later 
on the other ",2
21, some reasons for advertisements towars young children for ,2
