,text,cluster
0,"We live in a consume time, where it`s important to have many different and new things.",0
1,This is a part of living in this generation.,0
2,The world changes and we have to change our live to!,0
3,"Therefore, we need to be careful what we promot.",0
4,Especially when one considers the technologies one have to face in our computerised world.,0
5,Because of this it could happen bad things.,0
6,In the follow sentences i give my statement to this subject.,0
7,And it shows them a range of what is possible today.,0
8,This could lead to an obsession with it.,0
9,New technology has come and nowadays can't be ignored.,0
10,A big part of today's television is advertisement.,1
11,Television advertising is something we see a lot when we watch TV.,1
12,Television advertising plays a big role in our life.,1
13,Television advertising is a very common topic in daily life.,1
14,Television advertising is a very big theme in our society today.,1
15,Advertising can not only be found on television but all over the place.,1
16,In today's society advertising is a big part of television.,1
17,In television there is a lot of advertising.,1
18,Television advertising is common in today's society.,1
19,Television advertising is something we live with in our every day life.,1
20,The young childrens can learn a lot of things.,2
21,Children aged two to five have to learn very much about live.,2
22,The children are open minded and if you show them in their early years a childrenfriendly Sierie they maybe could learn something.,2
23,Also young children can learn.,2
24,"In this young age, children learn very much and get influenced by many things in their life.",2
25,Children can learn from a very young age to know which things are on the marcet and to think about what they really need.,2
26,The young children have to build their own future and it would be helpfull if they get to know our world in their young ages.,2
27,Children have bigger possibilities to experience many new things and they may learn from it.,2
28,Childrens want to learn about the world.,2
29,Furthermore the child can learn about moral and friendship.,2
30,"Secondly, children are easily influenced, which makes it a lot easier for advertisment companies to get into the children's heads.",3
31,But in contrast young children are easy to manipulate so the companiese use this to sell more products which is really bad.,3
32,Kids are easy to be manipulated and thats exactly how many companies earn their money.,3
33,"Because there is a authority wich can decide wether to buy a product or not, the influence on the young children does hardly matter.",3
34,"Children should be just children and not manipulated by advertising, I think.",3
35,"Children are not old enough to select good from bad decisions, especially when the television advertising are e.g.",3
36,First of all the children are mainly too young to understand the advertisings they are seeing in the way those were supposed to.,3
37,"Children are so easily influenced, which means that they only want to sell their product.",3
38,"On the other point of view the advertising directed toward them influences the children to much, so that they want this product, and maybe get some anger with the parents, if they don't want that the children get this product.",3
39,So they make their profit based on the aspect that children can be influenced easily.,3
40,Not every television advertising is good for young children but they have to learn what's right and what's wrong.,4
41,"A big point against the advertising is, that children get influenced by advertisings and even more if they're young.",4
42,Those children are in a too young age to built up their own opinion and watching advertising could influence their brain and their way of thinking a lot.,4
43,"Children spend much of their time watching television, so it is inevitable that they come across advertising.",4
44,And after thinking about the facts that young children are mentally not as good as older children and do not critizise or questioning things they see in the television it's likely that they will be influenced by advertising a lot.,4
45,But if the advertisment is good and the children want the advertised product they have to ask their parents anyway and thus it is the problem of the parents because they let their kids watch television insteat of doing something useful like playing outside where they can learn something real and build their own character.,4
46,Young children also watch television which is why they get confrontated with the advertising too.,4
