,text,cluster
0,This is the problem in that case.,0
1,But also that is a problem.,0
2,And this is the way I see it a gigantic problem.,0
3,But it can also lead to other problems.,0
4,So this can not be the solution.,0
5,That is the main problem in this topic.,0
6,So this could be a problem.,0
7,On the other hand this really should not be a problem.,0
8,This could cause problems as well.,0
9,But this could also lead to a problem.,0
10,"But then, nobody would see the products and buy it.",1
11,So they will loose a lot of money in the future because they just buy what they want.,1
12,They will not understand why something is neccesary and why they need it because in the ads everything is shown as it is necessery in life and you have to buy it to be able to continue to life a normal life.,1
13,"But if they start to buy one thing, they will have to buy a sencend thing and so on.",1
14,It could become a much bigger issue than just wanting to buy some stuff.,1
15,So they have choice to dont buy.,1
16,"In the end it's their choice to buy new stuff, and it's also thei fault.",1
17,"So then, children would want every new toy they see on TV because it looks cool, but of course their parents won't buy them every item.",1
18,In the end they have to decide whether to buy something or not.,1
19,"On the other hand there will be parents, which won't allow their children to buy anything.",1
20,First of all television advertising isn't something you can allow or not.,2
21,In my opinion the advertisement should not be banned but somehow reduced.,2
22,"In my opinion, it wouldn't be correct to forbid to show such advertising.",2
23,My personal opinion is that we can`t and shouldn`t prohibit the advertisement because of two reasons.,2
24,If the advertisements show bad things such as violence or things which are easy to understand they should not be allowed.,2
25,In my opinion we should allow the advertisement but we should control it.,2
26,"So all in all i say, that some kinds of advertisment should be not allowed.",2
27,"In my opinion, the advertising should not be allowed anymore.",2
28,"If the advertising would be prohibited, many people would be mad and would be against it.",2
29,There are different opinions about what kinds of advertising should be allowed and at what point it should be banned.,2
30,Those advertising can influence their mind and how they will think and act later.,3
31,"Besides, some advertisments are made for another group of people, for example teenagers or adults, so it has a bad influence on them.",3
32,"Oftentimes we do not even take notice of the advertisement itself and the message it enforces on us, yet we are all subconciously influenced by it in our choices.",3
33,Advertising is trying to convince the watcher.,3
34,"On the other side, they maybe learn early that the advertisment is something to look at critcal because there are different strathegies to manipulate the people.",3
35,They don't realize that all those advertisements are made from huge companys which want to earn as much money as possible.,3
36,But sadly most advertisements are very manipulative and in conclusion should not be directed towards people who are not able to decide for themselves or think rationally about what their,3
37,Some people may think that television advertisement is something  bad.,3
38,They think that the advertising is telling the truth.,3
39,"Maybe they don't understand what advertisement is, but they see things they would like to have.",3
40,On the one hand children of the age two to five shouldnt be watching too much TV anyways as it isnt ideal for their age group.,4
41,"Second of all, in my opinion, children aren't supposed to watch TV at all, exept for some films a month or rarely some Pok̩mon or similar series.",4
42,This is more a parental point of view: kids should not spend too much time in front of the TV.,4
